Cáparra	Point(-6.10097222 40.16658333)
Tortonda	Point(-2.527891666 40.971025)
Diustes	Point(-2.414166666 42.104444444)
Casasola de Rueda	Point(-5.273855555 42.597180555)
Mellanzos	Point(-5.33 42.594313888)
Nava de los Caballeros	Point(-5.244330555 42.624888888)
San Bartolomé de Rueda	Point(-5.220758333 42.730008333)
Valdealiso	Point(-5.283694444 42.630161111)
Valduvieco	Point(-5.323391666 42.623127777)
Almagarinos	Point(-6.252777777 42.669444444)
Rodrigatos de las Regueras	Point(-6.243055555 42.705)
Villaviciosa de la Ribera	Point(-5.851666666 42.660277777)
Villalibre de Somoza	Point(-6.238055555 42.385555555)
Villar de Golfer	Point(-6.190555555 42.350555555)
Vírgala Mayor	Point(-2.4755 42.752)
Benamarías	Point(-6.091666666 42.543333333)
Porqueros	Point(-6.109166666 42.596944444)
Vanidodes	Point(-6.1125 42.541388888)
Vega de Magaz	Point(-6.0675 42.550555555)
Zacos	Point(-6.079166666 42.565277777)
Anda	Point(-2.89452 42.91881)
Barrio de la Estación	Point(-5.521905555 42.843719444)
Marinda	Point(-2.94638 42.88552)
Venta Quemada	Point(-2.458055555 37.581666666)
Castrillo del Monte	Point(-6.406388888 42.522777777)
Onamio	Point(-6.498611111 42.558055555)
Echávarri de Cuartango	Point(-2.8909 42.8832)
Paradasolana	Point(-6.455833333 42.541111111)
Lazado	Point(-6.164722222 42.856944444)
Rodicol	Point(-6.116388888 42.844722222)
Labastida	Point(-2.794 42.5908)
Sabugo	Point(-6.112222222 42.828055555)
Senra	Point(-6.1675 42.849444444)
Los Llanos de Valdeón	Point(-4.916016666 43.154275)
Vivero	Point(-6.231944444 42.879722222)
Arnadelo	Point(-6.906944444 42.554722222)
Arnado	Point(-7.013611111 42.536944444)
Marieta	Point(-2.5376 42.9252)
Larrínzar	Point(-2.535 42.9211)
Castropetre	Point(-6.941944444 42.528333333)
Gestoso	Point(-7.037222222 42.5475)
Leiroso	Point(-7.003611111 42.549166666)
Artaza	Point(-2.9663 42.8486)
Escota	Point(-2.9426 42.8377)
Lusio	Point(-6.974166666 42.517222222)
Villamorisca	Point(-4.996761111 42.755561111)
Ocero	Point(-6.629219444 42.703663888)
Robledo de Sobrecastro	Point(-6.740069444 42.415061111)
Salas de la Ribera	Point(-6.817833333 42.434955555)
Las Vegas de Yeres	Point(-6.780797222 42.416961111)
Yeres	Point(-6.766913888 42.438708333)
Villavieja	Point(-6.683227777 42.484172222)
Murias de Pedredo	Point(-6.201888888 42.434019444)
Rabanal Viejo	Point(-6.269480555 42.496008333)
San Martín del Agostedo	Point(-6.174852777 42.437822222)
Santa Marina de Somoza	Point(-6.269158333 42.463455555)
Tabladillo	Point(-6.232638888 42.432927777)
Valdemanzanas	Point(-6.285125 42.435272222)
Viforcos	Point(-6.240577777 42.517822222)
Veguellina de Fondo	Point(-5.874961111 42.370355555)
Villamediana de la Vega	Point(-5.878908333 42.383719444)
Bobia	Point(-5.857622222 42.780472222)
Carrizal	Point(-5.910236111 42.736358333)
Garaño	Point(-5.810222222 42.792283333)
Irián	Point(-5.898027777 42.731630555)
Lago de Omaña	Point(-5.917488888 42.786897222)
Villaceid	Point(-5.904013888 42.767194444)
Villayuste	Point(-5.895002777 42.792141666)
Bustos	Point(-6.0204 42.376569444)
Cuevas	Point(-6.034477777 42.417897222)
Curillas	Point(-6.075675 42.374858333)
Iglesia del Campo	Point(-6.749683333 42.583863888)
Paradela de Arriba	Point(-6.798691666 42.531705555)
Paradela del Río	Point(-6.784272222 42.533697222)
Penedelo	Point(-6.782041666 42.538536111)
Peón	Point(-6.779261111 42.525783333)
Valiña	Point(-6.80545 42.512697222)
Friera	Point(-6.835836111 42.514436111)
Portela de Aguiar	Point(-6.8742 42.5064)
Cabeza de Campo	Point(-6.880316666 42.545191666)
Astún	Point(-0.506790418 42.809507222)
San Andrés de las Puentes	Point(-6.377208333 42.572455555)
San Facundo	Point(-6.369955555 42.561994444)
Santa Cruz de Montes	Point(-6.312363888 42.582380555)
Tremor de Abajo	Point(-6.269383333 42.643383333)
Cerezal de Tremor	Point(-6.279727777 42.628163888)
Moral de Valcarce	Point(-6.896366666 42.606422222)
Parada de Soto	Point(-6.886152777 42.628047222)
Pradela	Point(-6.864180555 42.661286111)
Sotelo	Point(-6.836844444 42.675786111)
Sotoparada	Point(-6.898083333 42.624272222)
Villar de Corrales	Point(-6.9098 42.617166666)
Ahedo de las Pueblas	Point(-3.801269444 43.027552777)
Cidad de Valdeporres	Point(-3.758269444 43.007847222)
Dosante	Point(-3.756122222 43.014)
Robredo de las Pueblas	Point(-3.812813888 43.011644444)
Rozas de Valdeporres	Point(-3.726275 43.026486111)
Santelices	Point(-3.741961111 43.003469444)
Vitoria	Point(-2.6615 42.8448)
Arcos de la Cantera	Point(-2.223444444 40.126916666)
Cuevas de Velasco	Point(-2.41755 40.148930555)
Culebras	Point(-2.381458333 40.21585)
Fuentesclaras de Chillarón	Point(-2.289233333 40.156408333)
Jábaga	Point(-2.263827777 40.086575)
Poveda de la Obispalía	Point(-2.4277 39.955658333)
Sotoca	Point(-2.335430555 40.180825)
Villarejo del Espartal	Point(-2.462333333 40.257847222)
Valdecañas	Point(-2.334402777 40.227169444)
La Ventosa	Point(-2.432247222 40.205411111)
Villar del Maestre	Point(-2.401069444 40.121566666)
Villar del Saz de Navalón	Point(-2.352061111 40.147291666)
Valdecolmenas de Abajo	Point(-2.497330555 40.119433333)
Valdecolmenas de Arriba	Point(-2.441152777 40.097277777)
Valdeganga de Cuenca	Point(-2.186322222 39.920533333)
Villar del Saz de Arcas	Point(-2.078691666 39.933466666)
Villarejo Seco	Point(-2.388711111 39.976658333)
Valera de Abajo	Point(-2.157311111 39.768205555)
Valeria	Point(-2.147913888 39.812130555)
Villarejo-Sobrehuerta	Point(-2.486772222 40.019366666)
Castillejo del Romeral	Point(-2.497544444 40.145944444)
Fuentesbuenas	Point(-2.440252777 40.262336111)
El Cubillo	Point(-1.493152777 40.018347222)
Escóbados de Abajo	Point(-3.580383333 42.742977777)
Escóbados de Arriba	Point(-3.5924 42.751013888)
Escuderos	Point(-4.099638888 42.708708333)
Quintana María	Point(-3.320436111 42.785144444)
Mijaralengua	Point(-3.201094444 42.780994444)
San Millán de Juarros	Point(-3.542405555 42.319208333)
Modúbar de la Cuesta	Point(-3.627591666 42.263494444)
Mozoncillo de Juarros	Point(-3.515152777 42.306672222)
Palacios de Benaver	Point(-3.895297222 42.392625)
San Pedro Samuel	Point(-3.877616666 42.442808333)
Quintanilla de las Carretas	Point(-3.807836111 42.328569444)
Quintanilla-Somuñó	Point(-3.875341666 42.242625)
Riocerezo	Point(-3.589611111 42.443411111)
Vilviestre de Muñó	Point(-3.932891666 42.290580555)
Villamórico	Point(-3.438077777 42.346302777)
Villanueva-Matamala	Point(-3.784833333 42.242941666)
Villarmentero	Point(-3.823455555 42.373161111)
Arroyo de Muñó	Point(-3.897486111 42.248644444)
Cueva de Juarros	Point(-3.536397222 42.276402777)
Cuzcurrita de Juarros	Point(-3.533219444 42.291961111)
Espinosa de Juarros	Point(-3.554033333 42.287675)
Espinosilla San Bartolomé	Point(-3.869977777 42.532638888)
Galarde	Point(-3.411555555 42.337230555)
Melgosa	Point(-3.555322222 42.533825)
Anchuela del Pedregal	Point(-1.808972222 40.843280555)
Población de Arreba	Point(-3.772494444 42.888983333)
Manzanedillo	Point(-3.692522222 42.892)
Vallejo de Manzanedo	Point(-3.726683333 42.8776)
San Otero	Point(-3.378702777 42.436508333)
Turrientes	Point(-3.361066666 42.418102777)
Montoto	Point(-3.820580555 42.967288888)
Villamudria	Point(-3.29195 42.329997222)
Villela	Point(-4.282008333 42.684486111)
Garganchón	Point(-3.224958333 42.326936111)
Ezquerra	Point(-3.211569444 42.369944444)
Barrio de Díaz Ruiz	Point(-3.358147222 42.648055555)
Calzada de Bureba	Point(-3.247488888 42.628655555)
Castellanos de Bureba	Point(-3.453783333 42.704830555)
Quintanillabón	Point(-3.306455555 42.592141666)
Buezo	Point(-3.407627777 42.557252777)
San Pedro de la Hoz	Point(-3.424686111 42.542819444)
Penches	Point(-3.374069444 42.727155555)
Villanueva de los Montes	Point(-3.340272222 42.751202777)
Ranera	Point(-3.297980555 42.727019444)
Arroyo de San Zadornil	Point(-3.177688888 42.852772222)
San Millán de San Zadornil	Point(-3.13915 42.852080555)
Murita	Point(-3.059713888 42.927952777)
Marcillo	Point(-3.279138888 42.671163888)
Hedeso	Point(-3.294738888 42.829966666)
Hierro	Point(-3.351494444 42.895822222)
Mijala	Point(-3.080827777 42.957505555)
Noceco	Point(-3.481013888 43.092538888)
Bercedo	Point(-3.451488888 43.084763888)
Escanduso	Point(-3.625294444 42.951663888)
Valmayor de Cuesta Urria	Point(-3.419216666 42.905361111)
Valujera	Point(-3.346494444 42.870688888)
Villaescusa de Tobalina	Point(-3.208994444 42.792480555)
Promediano	Point(-3.234313888 42.809325)
Leciñana de Tobalina	Point(-3.273905555 42.809608333)
Las Viadas	Point(-3.259655555 42.836677777)
Tartales de los Montes	Point(-3.487494444 42.824372222)
Palazuelos de Cuesta-Urría	Point(-3.363897222 42.788038888)
Sotillo de Rioja	Point(-3.089302777 42.461277777)
Terminón	Point(-3.451294444 42.721361111)
Tobes	Point(-3.571672222 42.505144444)
La Molina del Portillo de Busto	Point(-3.231888888 42.704527777)
Nela	Point(-3.657933333 42.974794444)
Cogullos	Point(-3.660486111 42.995513888)
Ahedo de Linares	Point(-3.654477777 43.002827777)
Villaluenga	Point(-3.263519444 42.959894444)
Angosto	Point(-3.417133333 43.017388888)
Cubilla de la Sierra	Point(-3.178952777 42.71965)
Tobalinilla	Point(-3.158977777 42.759552777)
Villamagrín	Point(-3.460994444 42.864294444)
San Cristóbal de Almendres	Point(-3.4337 42.887788888)
Villavedeo	Point(-3.405633333 42.856288888)
Zaballa	Point(-3.094925 42.953486111)
Barrio la Cuesta	Point(-3.721338888 42.858977777)
Montejo de San Miguel	Point(-3.271930555 42.764847222)
Santocildes	Point(-3.299975 42.787544444)
Quintanilla-Sotoscueva	Point(-3.682888888 43.047738888)
Villabáscones	Point(-3.671644444 43.050561111)
Zangández	Point(-3.266008333 42.704325)
La Aldea	Point(-3.27635 42.703663888)
Quintanilla cabe Soto	Point(-3.291241666 42.672102777)
Quintanilla cabe Rojas	Point(-3.439341666 42.591147222)
Piedrahíta de Juarros	Point(-3.435116666 42.429427777)
Barrasa	Point(-3.321347222 43.103083333)
Campillo de Mena	Point(-3.358083333 43.11765)
Somaniezo	Point(-4.525822222 43.145280555)
Artanga	Point(-1.2688 42.801)
Arizcuren	Point(-1.288 42.8315)
Lozen	Point(-1.6579 42.9983)
Sahelices de Sabero	Point(-5.164506 42.834668)
Velilla de la Valduerna	Point(-6.144444444 42.326611111)
Hecho	Point(-0.75016 42.73844)
Santiago de Aravalle	Point(-5.62 40.305397222)
Salobralejo	Point(-4.904622222 40.585763888)
Villafruela del Condado	Point(-5.389211111 42.621661111)
Alquería Blanca	Point(3.16413889 39.38763889)
La Mata de Curueño	Point(-5.411355555 42.77755)
El Collado	Point(-2.2775 41.981111111)
Beltejar	Point(-2.466004 41.2229)
Pesebre	Point(-2.37255 38.68875)
Val de Santo Domingo	Point(-4.326552777 40.012788888)
Arconcillos	Point(-3.731147222 41.121841666)
Colladillo	Point(-3.749758333 41.119113888)
Torrecilla del Condado	Point(-3.737497222 41.259172222)
Valdesaz	Point(-3.770672222 41.231152777)
Aldealázaro	Point(-3.409419444 41.347516666)
Villafranca del Condado	Point(-3.743263888 41.241091666)
Tenzuela	Point(-3.984677777 41.058947222)
Güime	Point(-13.611672222 28.974708333)
Angostina	Point(-3.323055555 43.3375)
Aostri de Losa	Point(-3.107447222 42.938902777)
Calzada	Point(-3.2563773 42.9832188)
Castriciones	Point(-3.310323 42.9336866)
Fresno de Losa	Point(-3.1536342 42.9437266)
Hozalla	Point(-3.120835 42.9188639)
Lastras de Teza	Point(-3.2241121 42.9744274)
Llorengoz	Point(-3.1010839 42.9821775)
Quintanilla la Ojada	Point(-3.3069141 42.919817)
Relloso	Point(-3.2361427 43.0592779)
Río de Losa	Point(-3.276622 42.9493916)
San Martín de Losa	Point(-3.1899566 42.9585312)
Teza de Losa	Point(-3.203352777 42.974127777)
Villabasil	Point(-3.3007735 43.0303098)
Villacián	Point(-3.1678782 42.9680912)
Villalambrús	Point(-3.1729932 42.9457828)
Villaluenga	Point(-3.2658374 42.9608164)
Tindaya	Point(-13.985469444 28.587508333)
Azanuy	Point(0.31096 41.9726)
La Pared	Point(-1.225 39.222777777)
Casas del Cerro	Point(-1.429444444 39.185277777)
Callejo de Ordás	Point(-5.840277777 42.728055555)
Las Eras	Point(-1.430555555 39.200833333)
Cubas	Point(-1.580277777 39.156388888)
Maldonado	Point(-1.561666666 39.161666666)
Alcozarejos	Point(-1.609166666 39.160833333)
Calzada de Vergara	Point(-1.5525 39.167777777)
Cantoblanco	Point(-1.248888888 39.262222222)
Puente Torres	Point(-1.646944444 39.148611111)
Adrados de Ordás	Point(-5.855833333 42.726666666)
Riocastrillo de Ordás	Point(-5.851666666 42.740833333)
Formigones	Point(-5.841388888 42.756666666)
Ferreras	Point(-5.95 42.639722222)
Santibáñez de Ordás	Point(-5.8125 42.73)
Selga de Ordás	Point(-5.791388888 42.755)
Villapodambre	Point(-5.835555555 42.755)
Carrascal de La Cuesta	Point(-3.987222222 41.094566666)
Mazagatos	Point(-3.401566666 41.440133333)
El Olmillo	Point(-3.690136111 41.323236111)
Cabanillas del Monte	Point(-4.031875 40.976261111)
Sotillos de Sabero	Point(-5.20217 42.8353)
Cortes de Tajuña	Point(-2.479426944 40.944063055)
Requejo de la Vega	Point(-5.88584 42.311013)
Los Baños	Point(-3.21125 37.302916666)
El Llano de Don Antonio	Point(-1.934722222 37.000555555)
Gualtares de Órbigo	Point(-5.897805555 42.486527777)
Ribagorda	Point(-2.230438888 40.332708333)
Campocerrado	Point(-6.257327777 40.740680555)
Casasola de la Encomienda	Point(-6.192186111 40.899722222)
Vilamaior	Point(-7.802851 42.819263)
Pelilla	Point(-6.054094444 41.183780555)
San Román de los Caballeros	Point(-5.840113888 42.647897222)
Oteruelo de la Vega	Point(-5.882425 42.362352777)
Riego Nuevo	Point(-2.530555555 37.763888888)
Torrecilla	Point(-2.204216666 40.292555555)
Miñana	Point(-2.097175 41.521602777)
Aldehuela de Ágreda	Point(-1.883172222 41.827338888)
Los Campos	Point(-2.353272222 41.9867)
Villaciervitos	Point(-2.639372222 41.752786111)
Ledrado	Point(-2.384975 42.020888888)
Verguizas	Point(-2.429141666 42.038591666)
Valdecantos	Point(-2.433569444 42.05995)
Villartoso	Point(-2.440336111 42.051013888)
Villarraso	Point(-2.209502777 41.892091666)
La Laguna	Point(-2.424438888 42.055127777)
San Andrés de San Pedro	Point(-2.253658333 41.971319444)
Navabellida	Point(-2.269386111 41.994583333)
Esteras de Medinaceli	Point(-2.442508333 41.107636111)
Lodares	Point(-2.401022222 41.190305555)
Fuencaliente de Medinaceli	Point(-2.45865 41.136163888)
La Cuesta	Point(-2.314375 42.060594444)
Montaves	Point(-2.305530555 42.00445)
Valduérteles	Point(-2.365138888 42.054261111)
Villaseca Somera	Point(-2.340572222 42.035661111)
Boós	Point(-2.89785 41.600863888)
Las Fuesas	Point(-2.171244444 41.958519444)
Blocona	Point(-2.448075 41.2294)
Azcamellas	Point(-2.417919444 41.131544444)
La Vega	Point(-2.335061111 42.125247222)
Ituero	Point(-2.3871 41.623702777)
Valverde de Ágreda	Point(-1.883783333 41.91155)
Fuentes de Ágreda	Point(-1.921891666 41.8069)
Puebla de Eca	Point(-2.337858333 41.362230555)
Aguaviva de la Vega	Point(-2.382302777 41.293094444)
La Alameda	Point(-2.01519 41.51626)
Vio	Point(0.054461 42.542425)
Torre Baro	Point(0.647526 42.160593)
Pallerol	Point(0.70557 42.33801)
Santoréns	Point(0.71579 42.35046)
Morañuela	Point(-4.878533333 40.776488888)
Muñoyerro	Point(-4.836475 40.756155555)
Villaverde	Point(-4.850297222 40.725102777)
Cabañas	Point(-4.764391666 40.561958333)
Diego Álvaro	Point(-5.324394444 40.664780555)
Mansilla	Point(-3.616016666 41.222841666)
Rosuero	Point(-3.569769444 41.19835)
Parral de Villovela	Point(-4.100575 41.105655555)
Villaverde	Point(-13.9022 28.6354)
Lajares	Point(-13.941494444 28.679261111)
Castillo del Romeral	Point(-15.460852777 27.799330555)
Lucainena	Point(-3.0252514 36.9431059)
Tamaduste	Point(-17.895783333 27.825869444)
Nuevo Francos	Point(-5.494904716 40.920133115)
Amatos	Point(-5.505464708 40.964605587)
Venta de Agramaderos	Point(-3.977043 37.388722)
Cabeza de Diego Gómez	Point(-6.070147222 40.927288888)
Iruelo del Camino	Point(-6.140305555 40.953391666)
Carreros	Point(-5.977097222 40.900627777)
Tabera de Arriba	Point(-6.027038888 40.907155555)
Guajaraz	Point(-4.093333333 39.815833333)
Belmonte de Pría	Point(-4.98226 43.43986)
localidad de Ruesca	Point(-1.48142 41.2835)
Entrambosríos	Point(-3.697531944 43.044432222)
Torrehueca-Torreabeca	Point(-3.722722222 37.216694444)
Amboade	Point(-7.692819317 42.530461064)
San Francisco	Point(-1.878055555 37.421111111)
Torrecuevas	Point(-3.689444444 36.759444444)
Río Seco	Point(-3.733055555 36.797777777)
El Rescate	Point(-3.754722222 36.7875)
Bernúy	Point(-4.5977778 39.9216667)
San Antonio	Point(-4.6652778 39.9452778)
San Julián	Point(-4.2066667 38.0088889)
Las Vegas	Point(-4.7025 39.9583333)
Arrabal de San Sebastián	Point(-6.5213889 40.5819444)
La Quintería	Point(-3.9513889 38.0161111)
Santa Quiteria	Point(-4.3669444 39.2572222)
San Antonio del Carpio	Point(-4.5194444 37.9583333)
San Ignacio del Viar	Point(-5.9961111 37.5461111)
Guadalimar	Point(-3.6125 38.0205556)
Agrupación de Mogón	Point(-3.0705556 38.0541667)
Agrupación de Santo Tomé	Point(-3.1294444 38.0258333)
San Miguel	Point(-3.2402778 37.9469444)
Veracruz	Point(-3.1480556 38.0266667)
Conejera	Point(-6.5713889 40.5936111)
José Antonio	Point(-5.9072222 36.6711111)
Puente del Obispo	Point(-3.54 37.9511111)
Arroturas	Point(-3.0497222 38.0561111)
Vegas de Triana	Point(-4.0555556 38.0175)
Corralejo	Point(-4.9525 39.8413889)
Canturias	Point(-4.9783333 39.82)
Los Mirones	Point(-3.6997222 38.6080556)
Bembézar	Point(-5.2372222 37.795)
Céspedes	Point(-5.2555556 37.7558333)
Mesas de Guadalora	Point(-5.2402778 37.7738889)
Cortijo Nuevo	Point(-3.7644444 37.1580556)
Umbría de Fresnedas	Point(-3.6613889 38.5847222)
Rivero de Posadas	Point(-5.1436111 37.7913889)
Vegas de Almenara	Point(-5.3655556 37.71)
Pinzón	Point(-6.0155556 37.1091667)
Trajano	Point(-5.9086111 37.0691667)
Vetaherrado	Point(-5.9497222 37.0475)
Ons	Point(-8.9322222 42.3763889)
Pajares de la Rivera	Point(-6.3486111 39.9161111)
Adriano	Point(-5.9588889 37.1977778)
San Leandro	Point(-5.9947222 37.0311111)
Aldea del Conde	Point(-6.7655556 38.8711111)
El Solanillo	Point(-2.6575 36.735)
Santa Teresa	Point(-5.5794444 40.7172222)
Maruanas	Point(-4.4688889 37.9352778)
Llanos del Sotillo	Point(-4.0869444 38.0336111)
La Estacada	Point(-1.3355556 38.4633333)
Marismillas	Point(-6.0002778 36.9972222)
Población de San Nicolás	Point(-1.645525106 42.815871835)
Los Llanos	Point(-3.653611111 37.141111111)
Los Llanos	Point(-3.278611111 36.949722222)
Peján	Point(-6.53449 43.137878)
Pedro Verde	Point(-3.665555555 37.125)
Costa da Zapateira	Point(-7.4674 43.2508)
Miraz	Point(-7.1761 42.661)
Tossalnou	Point(-0.46819 39.04629)
El Cid	Point(-2.97146 36.88511)
Marigenta	Point(-6.58196 37.62354)
Barriosuso	Point(-3.51614 42.98707)
El Gor	Point(-1.962777777 37.467777777)
Huertezuelas	Point(-3.820277777 38.501666666)
Casa Requena	Point(-2.0458087 38.2839725)
La Bobadilla	Point(-4.106666666 37.66)
Sagarras Bajas	Point(0.535885335 42.129464816)
Nuevo Portil	Point(-7.07059297 37.216252051)
Cala Gat	Point(3.472777777 39.713333333)
Las Aneas	Point(-2.536666666 37.145277777)
Las Alcubillas	Point(-2.582222222 37.091944444)
Las Alcubillas Altas	Point(-2.583611111 37.091111111)
Aldehuela	Point(-4.0204 41.0011)
Guijasalbas	Point(-4.280555555 40.819444444)
Los Tablones	Point(-3.398888888 36.884166666)
Cormenzana	Point(-3.278888888 42.798888888)
Revilla de Orejana	Point(-3.7634118 41.157815092)
Los Mases	Point(-0.76001 40.12019)
Estación de Mora de Rubielos	Point(-0.77362 40.11808)
Los Tomillares	Point(-3.56584 42.33165)
Colliguilla	Point(-2.2258 40.051094444)
La Nogueruela	Point(-1.519213888 40.16835)
L'Aljorf	Point(-0.521599 38.846767)
Venta de Urbasa	Point(-2.165192 42.818075)
La Laguna	Point(-17.908333333 28.631666666)
O Oural	Point(-7.4482542 42.7164855)
Cerneda	Point(-8.2808 43.213)
Cos	Point(-8.2439 43.2325)
Egea	Point(0.476788888 42.3796)
Rambla de los Lobos	Point(-3.229094 37.627144)
Rambla de los Lobos	Point(-3.174008982 37.63067757)
Los Pedriches	Point(-1.303841666 39.509244444)
El Mojón	Point(-13.516966666 29.066516666)
El Trincheto	Point(-4.172279607 39.215256151)
Tufia	Point(-15.379955555 27.962975)
